"源文件","行","函数","直接识别的API调用","状态/反馈调用","所属文件问题","证据边界"
"src/normalized-ui/staff-actions/ResponsibilityAssignmentPanel.tsx","83","toggleExpanded","","setExpanded(next)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/ResponsibilityAssignmentPanel.tsx","89","toggleTable","","setSelectedTableIds((current) => { const next = new Set(current) if (next.has(tableId)) next.delete(tableId) else next.add(tableId) return next })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/ResponsibilityAssignmentPanel.tsx","98","toggleArea","","setSelectedTableIds((current) => { const next = new Set(current) const allSelected = areaTableIds.every((id) => next.has(id)) for (const id of areaTableIds) { if (allSelected) next.delete(id) else next.add(id) } return next })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/ResponsibilityAssignmentPanel.tsx","110","toggleAreaOpen","","setOpenAreaIds((current) => { const next = new Set(current) if (next.has(areaId)) next.delete(areaId) else next.add(areaId) return next })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/ResponsibilityAssignmentPanel.tsx","119","submit","api.assignTables({ tableIds: [...selectedTableIds], employeeId, roleId, assignmentType, startsAt: startTimestamp, endsAt: endTimestamp, reason: reason.trim(), })
api.loadTableAssignments()","setMessage({ kind: 'error', text: '请选择员工和本次责任岗位' })
setMessage({ kind: 'error', text: '至少选择一个桌台或一个区域' })
setMessage({ kind: 'error', text: '请填写本次安排原因' })
setMessage({ kind: 'error', text: '班次起止时间无效' })
setMessage({ kind: 'error', text: '结束时间必须晚于开始时间' })
setBusy(true)
setMessage(null)
setMessage({ kind: 'success', text: `${employee} 已安排 ${selectedTableIds.size} 张责任桌；全部桌台已一次生效` })
setSelectedTableIds(new Set())
setAssignments(await api.loadTableAssignments())
setMessage({ kind: 'error', text: assignmentError(error, '责任桌未生效；本批次没有留下部分结果') })
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/ResponsibilityAssignmentPanel.tsx","155","endAssignment","api.endTableAssignment(assignment.id, `结束责任分配：${assignment.employeeName} / ${assignment.tableCode}`)
api.loadTableAssignments()","setEndingId(assignment.id)
setMessage(null)
setBusy(true)
setAssignments(await api.loadTableAssignments())
setEndingId(null)
setMessage({ kind: 'success', text: `${assignment.employeeName} 对 ${assignment.tableCode} 的责任已结束` })
setMessage({ kind: 'error', text: assignmentError(error, '责任结束操作未完成') })
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","119","StaffActionsPanel","api.pendingKdsActions?.()
api.unattributedKdsTaskIds?.()
api.pendingKdsActions?.()","","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","211","denySession","","setOperations(null)
setFulfillment(null)
setMemberBenefits(null)
setFulfillmentStale(true)
setPhase('error')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","224","readFulfillment","api.loadFulfillment(signal)","setFulfillment(next)
setFulfillmentStale(false)
setFulfillmentStale(true)
setFulfillment(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","528","focusActionCard","","setFocusedActionId(factId)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","555","selectTable","","setSelectedTableId(table.id)
setTableActionDialogOpen(openDialog)
setGuestCount('')
setOpenTableRecommendationScene('unsure')
setCapacityReason('')
setTransferTargetId(null)
setTransferReason('')
setCloseConfirm(false)
setCustomerLeftConfirm(false)
setCloseIssue(null)
setOrderSheetMode(null)
setTablePaymentOpen(false)
setObservationOpen(false)
setRecommendationOpen(false)
setParticipantMovementOpen(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","575","openTable","api.openTable({ tableId: selectedTable.id, ...validated, guestProfileSnapshot: recommendationSceneSnapshot(openTableRecommendationScene), })","showNotice({ kind: 'error', message: validated.error })
setPendingAction(`table:${selectedTable.id}`)
setOperations(replaceTableSession(snapshot, selectedTable.id, optimisticSession))
showNotice({ kind: 'success', message: `${selectedTable.code} 已开台，${validated.guestCount}人` })
setOperations(snapshot)
showNotice({ kind: 'error', message: actionError(error, '开台未完成，桌台状态已恢复') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","614","closeTable","api.closeTable(sessionId, selectedTable.activeSession.status)","setCloseConfirm(true)
showNotice({ kind: 'guidance', message: '请再次确认结台。系统会先核对付款和出品；有未结事项时会保留桌台并说明原因。' })
setPendingAction(`table:${selectedTable.id}`)
setOperations(replaceTableSession(snapshot, selectedTable.id, null))
showNotice({ kind: 'success', message: `${selectedTable.code} 已关台，可安排下一桌客人` })
setCloseConfirm(false)
setCloseIssue(null)
setOperations(snapshot)
setCloseConfirm(false)
setCloseIssue(issue)
showNotice({ kind: 'error', message: issue })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","648","closeAfterCustomerLeft","api.closeTableAfterCustomerLeft(sessionId, '顾客已离店，财务后续处理不阻断物理翻台')","setCustomerLeftConfirm(true)
showNotice({ kind: 'guidance', message: '请再次确认：顾客已离店。系统会释放物理桌台，取消未履约部分；付款、退款和对账后续会原样保留给收银处理。' })
setPendingAction(`table:${selectedTable.id}`)
setOperations(replaceTableSession(snapshot, selectedTable.id, null))
showNotice({ kind: 'success', message: `${selectedTable.code} 已释放桌台；付款、退款和对账后续已保留到收银处理。` })
setCustomerLeftConfirm(false)
setCloseConfirm(false)
setCloseIssue(null)
setOperations(snapshot)
setCustomerLeftConfirm(false)
setCloseIssue(issue)
showNotice({ kind: 'error', message: issue })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","684","setGuestCartFreeze","api.setGuestCartFreeze( selectedTable.activeSession.id, frozen, frozen ? '服务人员核对本桌点单' : undefined, )","setPendingAction(`table:${selectedTable.id}`)
setOperations(replaceGuestCartFreeze(snapshot, selectedTable.id, frozen))
showNotice({ kind: 'success', message: frozen ? `${selectedTable.code} 顾客购物车已锁定；顾客仍可查看，暂不能增减或付款` : `${selectedTable.code} 顾客购物车已恢复共同修改`, })
setOperations(snapshot)
showNotice({ kind: 'error', message: actionError(error, '共享购物车状态未更新，请重试') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","716","actOnReservation","api.actOnReservation(reservation.id, action)","setPendingAction(actionKey)
setReservations((current) => current?.map((item) => item.id === reservation.id ? { ...item, status: action === 'confirm' ? 'confirmed' : action === 'arrive' ? 'arrived' : 'completed' } : item) ?? null)
showNotice({ kind: 'success', message: action === 'confirm' ? `${reservation.customerName} 的预约已确认` : action === 'arrive' ? `${reservation.customerName} 已登记到店` : `${reservation.customerName} 的预约已完成归档`, })
setReservations(snapshot)
showNotice({ kind: 'error', message: actionError(error, '预约状态未更新，请重试') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","745","overridePriority","api.overrideReservationPriority({ kind: entry.kind, publicId: entry.publicId, mode, reason })","showNotice({ kind: 'guidance', message: '请填写至少2个字的队列调整原因。' })
setPendingAction(actionKey)
showNotice({ kind: 'success', message: '优先安排顺序已调整；不会绕过门店容量，也不承诺固定桌位。' })
showNotice({ kind: 'error', message: actionError(error, '优先安排顺序未调整，请重试') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","765","transferTable","api.transferTable({ tableSessionId: session.id, expectedSourceTableId: selectedTable.id, expectedLocationVersion: session.locationVersion ?? 0, targetTableId: target.id, ...(needsReason ? { capacityOverrideReason: transferReason.trim() } : {}), })","showNotice({ kind: 'error', message: '请选择有效的目标桌台' })
showNotice({ kind: 'error', message: `人数超过${target.code}容量${target.capacity}人，请填写加座说明` })
setPendingAction(`table:${selectedTable.id}`)
setOperations(transferSession(snapshot, selectedTable.id, target.id, session))
showNotice({ kind: 'success', message: `${selectedTable.code} 已转至 ${target.code}` })
setSelectedTableId(target.id)
setTransferTargetId(null)
setTransferReason('')
setOperations(snapshot)
showNotice({ kind: 'error', message: actionError(error, '转桌未完成，桌台状态已恢复') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","799","completeServiceTask","api.completeServiceTask(task.id, resolutionNote)","showNotice({ kind: 'guidance', message: '投诉需要值班经理简要记录现场处理结果后再完成' })
setPendingAction(`service:${task.id}`)
setOperations({ ...snapshot, tasks: snapshot.tasks.filter((item) => item.id !== task.id) })
setResolutionNotes((current) => { const next = { ...current } delete next[task.id] return next })
showNotice({ kind: 'success', message: `${task.tableCode} 的“${task.title}”已完成` })
setOperations(snapshot)
showNotice({ kind: 'error', message: actionError(error, '服务任务未完成，任务已恢复') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","826","runFulfillmentAction","api.unattributedKdsTaskIds?.().includes(item.taskId)
api.unattributedKdsTaskIds?.()
api.pendingKdsActions?.().some(pending => pending.taskId === item.taskId)
api.pendingKdsActions?.()
api.runKdsAction(item.taskId, action, quantity)
api.pendingKdsActions?.().some(pending => pending.taskId === item.taskId)
api.pendingKdsActions?.()","setQuantitySelections(current => { const next = { ...current }; delete next[`${item.taskId}:${action}`]; return next })
setHistoryRefreshRevision(value => value + 1)
showNotice({ kind: 'success', message: action === 'remake' ? `${item.item.productName} 已确认重新制作，正在更新待办` : `${item.table.code} · ${item.item.productName}${quantity === undefined ? '' : ` 本次 ${quantity} 份`}${action === 'deliver' ? '已确认送达' : '已确认制作完成'}，正在更新待办` })
setFulfillmentStale(true)
showNotice({ kind: 'error', message: actionError(error, '尚未确认操作结果，请刷新核对；重试将沿用本次操作编号') })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","863","recoverKdsResults","api.pendingKdsActions?.()
api.recoverKdsResults()
api.pendingKdsActions?.().map(item => item.taskId)
api.pendingKdsActions?.()","setPendingAction('kds:recover')
showNotice({ kind: 'success', message: '原制作/送达操作结果已恢复' })
showNotice({ kind: 'error', message: actionError(error, '原操作结果仍待确认，恢复会沿用原数量和编号') })
setHistoryRefreshRevision(value => value + 1)
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","887","cancelCarryoverFulfillment","api.pendingKdsActions?.().some(pending => pending.taskId === item.taskId)
api.pendingKdsActions?.()
api.unattributedKdsTaskIds?.().includes(item.taskId)
api.unattributedKdsTaskIds?.()
api.cancelKdsTask(item.taskId, reasonNote)","showNotice({ kind: 'guidance', message: '跨营业日遗留取消需要出品异常处理权限，请交给值班经理。' })
showNotice({ kind: 'guidance', message: '请记录遗留原因和现场核对结果，至少4个字。' })
setCarryoverCancelConfirmTaskId(item.taskId)
showNotice({ kind: 'guidance', message: '请再次确认：只取消这项历史出品，不会改写原营业日收入。' })
setPendingAction(`kds-cancel:${item.taskId}`)
setCarryoverCancelNotes((current) => { const next = { ...current } delete next[item.taskId] return next })
setCarryoverCancelConfirmTaskId(null)
showNotice({ kind: 'success', message: `${item.table.code} · ${item.item.productName} 的历史出品已受控取消` })
setFulfillmentStale(true)
showNotice({ kind: 'error', message: actionError(error, '历史出品取消结果未确认，请读取最新任务核对') })
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","925","cancelAllCarryoverFulfillment","api.pendingKdsActions?.()
api.unattributedKdsTaskIds?.()
api.pendingKdsActions?.()
api.cancelKdsTask(item.taskId,reason)","showNotice({kind:'guidance',message:'批量处理前请填写至少4个字的现场核对原因。'})
setPendingAction('kds-cancel:all-carryover')
setFulfillmentStale(true)
setCarryoverBulkReason('')
setPendingAction(null)
showNotice(completed===carryover.length ? {kind:'success',message:`${completed} 项历史出品均已受控结案。`} : {kind:'attention',message:`已结案 ${completed} 项，另有 ${carryover.length-completed} 项未结案。${failures.join('；')}`})","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","970","redeemAnnualGift","api.redeemAnnualGift({reservationId:item.reservationId,benefitId:item.benefitId, customerId:item.customerId,tableSessionId:item.tableSessionId,selectedProductId:product.productId, substitutionReason:reason})","showNotice({kind:'guidance',message:'请选择已发布的原礼遇商品或合规替代品'})
showNotice({kind:'guidance',message:'使用替代品必须填写至少2个字的替换原因'})
setPendingAction(`member-gift:${item.reservationId}`)
showNotice({kind:'success',message:'会员礼遇已核销并进入待出品；制作送达后才会完成'})
showNotice({kind:'error',message:actionError(error,'会员礼遇未核销')})
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","995","redeemDailySnack","api.redeemDailySnack(item.claimCode)","setPendingAction(`member-snack:${item.id}`)
showNotice({kind:'success',message:'每日点心已核销并进入待出品'})
showNotice({kind:'error',message:actionError(error,'每日点心未核销')})
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1011","cancelAnnualGift","api.cancelAnnualGift({reservationId:item.reservationId,customerId:item.customerId, tableSessionId:item.tableSessionId,reason})","showNotice({kind:'guidance',message:'必须填写取消原因，礼遇暂留未释放'})
setPendingAction(`member-gift-cancel:${item.reservationId}`)
showNotice({kind:'success',message:'生日或节日礼遇暂留已取消并释放'})
showNotice({kind:'error',message:actionError(error,'会员礼遇暂留未取消')})
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1025","cancelDailySnack","api.cancelDailySnack(item.claimCode,reason)","showNotice({kind:'guidance',message:'必须填写取消原因，暂留未释放'})
setPendingAction(`member-snack-cancel:${item.id}`)
showNotice({kind:'success',message:'每日点心暂留已取消并释放'})
showNotice({kind:'error',message:actionError(error,'每日点心暂留未取消')})
setPendingAction(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/StaffActionsPanel.tsx","1038","acceptMemberCode","","setMemberScannerOpen(false)
setMemberBenefitQuery(normalized)
setTab('tasks')
showNotice(matched>0 ? {kind:'success',message:`已定位 ${matched} 项会员权益待办`} : {kind:'guidance',message:'当前负责桌台没有与该会员码或核销码匹配的待办'})","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/table-order-refresh.ts","15","run","","setTimeout(()=>{void run()},failures ? Math.min(60000,10000*2**failures):10000)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TableObservationSheet.tsx","57","parse","api.parseObservation({ tableSessionId, rawContent: rawContent.trim(), needsImmediateAction, })","setBusy('parse')
setError('')
setDraft(result)
setError(cause instanceof Error ? cause.message : '记录暂时无法解析，请稍后重试')
setBusy(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TableObservationSheet.tsx","75","confirm","api.confirmObservation({ observationPublicId: draft.publicId, candidateId: input.candidate?.id ?? null, confidence: input.candidate?.confidence ?? Math.min(draft.parseConfidence, 0.5), rawExcerpt: draft.rawContent.slice(0, 1000), expressionKind: input.expressionKind, eventType: input.eventType, degree: input.degree, })","setBusy('confirm')
setError('')
setRawContent('')
setNeedsImmediateAction(false)
setDraft(null)
setError(cause instanceof Error ? cause.message : '记录尚未确认，请重试')
setBusy(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TableObservationSheet.tsx","102","revise","api.reviseObservation({ observationPublicId, eventId: event.id, reason, replacement: { expressionKind: replacement.expressionKind, scopeKind: event.scopeKind, eventType: replacement.eventType, degree: replacement.degree, reasonCode: event.reasonCode, seatLabel: event.seatLabel, customerId: event.customerId, candidateId: event.selectedCandidateId, productId: event.productId, confidence: event.confidence, rawExcerpt: event.rawExcerpt, }, })","setBusy('revise')
setHistoryError('')
setHistoryError(cause instanceof Error ? cause.message : '修订尚未保存，请重试')
setBusy(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TablePaymentSheet.tsx","46","advanceGeneration","","setInteractionEpoch(generation.current)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TablePaymentSheet.tsx","99","synchronize","api.loadOnlinePaymentStatus(activePaymentId, controller.signal)","setPaymentStatus(status)
setAction(null)
setPaymentStatus('pending')
setError('支付渠道已确认本次未成功，可以重新发起收款。')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TablePaymentSheet.tsx","126","createPayment","api.createOnlinePayment({ orderId: selectedOrders[0]!.id, orderIds:selectedOrders.map(order=>order.id),amountMinor:enteredMinor, provider: access.onlinePaymentProvider, method, ...(customerAuthCode === undefined ? {} : { customerAuthCode }), })","setError(paymentEntryMessage(access))
setQuerying(false)
setBusy(true)
setError(null)
setAction(nextAction)
setPaymentStatus(nextAction.status === 'failed' ? 'failed' : 'pending')
setScannerOpen(false)
setError(reason instanceof Error ? reason.message : '无法发起本次收款，请到收银页面核对')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TablePaymentSheet.tsx","164","queryPayment","api.queryOnlinePayment(activePaymentId)","setQuerying(true)
setError(null)
setPaymentStatus(status)
setAction(null)
setPaymentStatus('pending')
setError('支付渠道已确认本次未成功，可以重新发起收款。')
setError(reason instanceof Error ? reason.message : '暂时无法核对支付状态，请由收银处理')
setQuerying(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TablePaymentSheet.tsx","192","sendCashCollection","api.recordManualPayment(body)","setBusy(true)
setError(null)
setCashRecovery({ attempt, error: null })
setCashRecovery({ attempt: null, error: null })
setError(reason instanceof Error ? reason.message : '现金登记结果尚未确认，请核对上次登记')
setCashRecovery(readPendingCashCollection(table.activeSession.id))
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TablePaymentSheet.tsx","213","recordCashPayment","","setCashRecovery(pending)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/TableRecommendationSheet.tsx","55","submit","api.modifyTableRecommendation({ recommendationPublicId: session.recommendationPublicId,sourceProductId,targetProductId,reasonCode, })","setBusy(true)
setError('')
setError(cause instanceof Error ? cause.message : '推荐调整未完成，请重试')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","115","chooseMode","","setMode(nextMode)
setTargetId('')
setNotice(null)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","118","chooseTarget","","setTargetId(nextTargetId)
setNotice(null)
setCategory('all')
setQuery('')","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","121","resetDrafts","","setPermissionDraft({})
setApprovalDraft({})
setScopeDraft({})
setNavigationDraft({})
setRefundDraft(null)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","125","applyBeverageLaunchPackage","","setPermissionDraft((current) => ({ ...current, ...Object.fromEntries(beverageLaunchPermissionPackage.flatMap((permissionCode) => ( denied.has(permissionCode) || rolePermissions.has(permissionCode) || selectedEmployee.overrides.some((override) => override.permissionCode === permissionCode && override.effect === 'grant') ? [] : [[permissionCode, 'grant' as const]] ))), }))
setNotice({ tone: 'success', title: '已预览“酒水上架管理员”权限包', detail: `已组合扫码入库、库存成本、商品、配方、定价、渠道、图片和发布能力；${blocked > 0 ? `${blocked}项个人明确拒绝保持不变，` : ''}点击下方发布后才会生效。高风险盘点审批、异常增库和自批权限未包含。`, })","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","149","deploy","api.postEndpoint<StaffPermissionDeploymentResult>('/api/staff-access/deploy', { reason: reason.trim(), changes: pendingChanges, }, { idempotencyKey: `staff-access-${crypto.randomUUID()}`, timeoutMs: 20_000 })","setPublishing(true)
setNotice(null)
setOverview(result.overview)
setNotice({ tone: 'success', title: `${result.changes.length}项配置已发布并复核生效`, detail: `服务端已重新读取数据库；涉及${effective}人次当前有效配置${affectedModules.length === 0 ? '' : `，入口联动：${affectedModules.join('、')}`}，发布记录已留痕。`, })
setNotice({ tone: 'error', title: '配置没有发布成功', detail: `${message(error)}；原配置保持不变，请核对后重试。` })
setPublishing(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","173","createEmployee","api.postEndpoint<{ overview: StaffAccessManagementOverview; replayed: boolean }>('/api/staff-access/employees', employeeDraft, { idempotencyKey: `staff-employee-${crypto.randomUUID()}`, timeoutMs: 20_000 })","setEmployeeBusy(true)
setNotice(null)
setOverview(result.overview)
setEmployeeDraft((current) => ({ ...current, employeeCode: '', displayName: '', pin: '', reason: '新员工入职并分配岗位' }))
setNotice({ tone: 'success', title: '员工账号已建立并复核', detail: '初始岗位和4位PIN已保存；请线下安全告知员工，并要求避免与他人共用。' })
setNotice({ tone: 'error', title: '员工账号没有建立成功', detail: message(error) })
setEmployeeBusy(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","187","changeEmployeeStatus","api.postEndpoint<{ overview: StaffAccessManagementOverview }>(`/api/staff-access/employees/${employee.id}/status`, { status, reason: `管理员确认${action}员工账号` }, { idempotencyKey: `staff-employee-status-${crypto.randomUUID()}`, timeoutMs: 20_000 })","setEmployeeBusy(true)
setNotice(null)
setOverview(result.overview)
setNotice({ tone: 'success', title: `员工账号已${action}并复核`, detail: status === 'suspended' ? '该员工后续无法登录，历史业务和工资记录保持可追溯。' : '该员工已恢复登录资格，原岗位权限重新生效。' })
setNotice({ tone: 'error', title: `员工账号未能${action}`, detail: message(error) })
setEmployeeBusy(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","322","updateApproval","","setApprovalDraft((current) => ({ ...current, [definition.code]: { ...approvalValue(role, definition), ...current[definition.code], ...patch }, }))","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","325","updateScope","","setScopeDraft((current) => ({ ...current, [definition.code]: { ...scopeDefault(definition), ...current[definition.code], ...patch }, }))","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffAccessManagementPanel.tsx","377","update","","setDraft((current) => ({ ...current, [definition.code]: { ...navigationValue(role, definition), ...current[definition.code], ...patch }, }))","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","633","run","","setBusyKey(key)
setNotice('')
setNotice(success)
setNotice(`${success}；列表刷新失败，请重新读取，不必再次提交`)
setNotice(error instanceof Error ? error.message : '操作未完成，请核对后重试')
setBusyKey(null)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","652","createPerformer","","setPerformerCode('')
setStageName('')
setGenres('')","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","666","openPerformerEdit","","setNotice('请先建立演员资料')
setEditPerformerName(selectedPerformer.stageName)
setEditPerformerGenres(Array.isArray(rawGenres) ? rawGenres.filter((value): value is string => typeof value === 'string').join('，') : '')
setEditPerformerStatus(selectedPerformer.status === 'inactive' ? 'inactive' : 'active')
setForm(form === 'performer-edit' ? null : 'performer-edit')","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","685","importSongs","","setNotice('请选择演员')
setNotice(error instanceof Error ? error.message : '歌单格式无效')
setNotice('追加导入至少需要一首歌曲')
setCatalogRows('')","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
